,Username,Place,Peak Rating,Wins,Wins in first 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary,,
,Sleeping Goat,,9,15,13,13,2,1,0,1,0,0,,
,mattyesq,,11,18,13,13,2,1,0,1,0,0,,
,coinage,,8,17,13,13,2,1,0,1,0,0,,
,chaoren,,12,39,13,13,2,1,0,2,0,0,,
,sigfriedCrypto,,9,13,13,13,2,1,0,1,0,0,,
,tommyegangan,,5,14,13,13,2,1,0,1,0,0,,
,dedemon,,8,13,13,13,2,1,0,1,0,0,,
,oniru,,8,13,13,13,2,1,0,1,0,0,,
,FoxCries,,12,13,13,13,2,1,0,1,0,0,,
,gothmaug,,11,14,13,13,2,1,0,1,0,0,,
,Wasper,,12,29,13,13,2,1,0,1,0,0,,
,Danbog,,7,31,13,13,2,1,0,2,0,0,,
,BlackMagic,,9,15,12,12,2,1,0,1,0,0,,
,Oleg326756,,8,12,12,12,2,1,0,1,0,0,,
,Cryptolemon,,12,14,12,12,2,1,0,1,0,0,,
,rl958,,12,13,12,12,2,1,0,1,0,0,,
,Jdeluxe,,7,12,12,12,2,1,0,1,0,0,,
,licefer3,,1,12,12,12,2,1,0,1,0,0,,
,Demolisher,,11,18,12,12,2,1,0,1,0,0,,
,sparky,,11,31,12,12,2,1,0,2,0,0,,
,AMRLordCoins,,8,24,12,12,2,1,0,1,0,0,,
,Damaged Gadget,,12,13,12,12,2,1,0,1,0,0,,
,wic3x5,,7,12,12,12,2,1,0,1,0,0,,
,zlaxor,,12,33,12,12,2,1,0,2,0,0,,
,+BodPud+,,10,12,12,12,2,1,0,1,0,0,,
,mamont123,,8,12,12,12,2,1,0,1,0,0,,
,Lewnatic,,8,20,12,12,2,1,0,1,0,0,,
,Dave,,10,31,12,12,2,1,0,2,0,0,,
,Cedric008,,10,12,12,12,2,1,0,1,0,0,,
,imbiimbi,,7,36,12,12,2,1,0,2,0,0,,
,wadamaruz,,5,27,12,12,2,1,0,1,0,0,,
,SpicoliAndreti,,5,25,12,12,2,1,0,1,0,0,,
,Yostari,,11,18,12,12,2,1,0,1,0,0,,
,Noice,,8,30,12,12,2,1,0,2,0,0,,
,Ege,,1,12,12,12,2,1,0,1,0,0,,
,Lorcalus,,8,14,12,12,2,1,0,1,0,0,,
,tactics1,,9,12,12,12,2,1,0,1,0,0,,
,verbalshadow,,12,21,12,12,2,1,0,1,0,0,,
,PaxMagnus,,9,12,12,12,2,1,0,1,0,0,,
,Azazell,,6,13,12,12,2,1,0,1,0,0,,
,Intergalactic,,5,33,12,12,2,1,0,2,0,0,,
,Stumpjumper,,4,15,12,12,2,1,0,1,0,0,,
,someonesomeone,,10,17,12,12,2,1,0,1,0,0,,
,HaruhiSuzumiya,,8,15,12,12,2,1,0,1,0,0,,
,Goder,,5,26,12,12,2,1,0,1,0,0,,
,Zulhakar,,9,12,12,12,2,1,0,1,0,0,,
,Mice Elf,,7,18,12,12,2,1,0,1,0,0,,
,Dimas_XT,,8,12,12,12,2,1,0,1,0,0,,
,robotdeniro,,5,12,12,12,2,1,0,1,0,0,,
,Jese,,8,12,12,12,2,1,0,1,0,0,,
,Gabriel,,9,12,12,12,2,1,0,1,0,0,,
,のんちゃん,,11,16,12,12,2,1,0,1,0,0,,
,Ritzen13,,1,17,12,12,2,1,0,1,0,0,,
,Zephuros,,10,14,11,11,2,1,0,1,0,0,,
,MaestroGR,,7,20,11,11,2,1,0,1,0,0,,
,[IRIS]Yusakman,,9,11,11,11,2,1,0,1,0,0,,
,SpookieSpace,,1,11,11,11,2,1,0,1,0,0,,
,Bielobog,,3,12,11,11,2,1,0,1,0,0,,
,SHINZON,,7,12,11,11,2,1,0,1,0,0,,
,ghostrestaurantlab_inago,,8,11,11,11,2,1,0,1,0,0,,
,Ota Benga,,11,33,11,11,2,1,0,2,0,0,,
,Buggy,,10,11,11,11,2,1,0,1,0,0,,
,Naio,,9,16,11,11,2,1,0,1,0,0,,
,juliusnakamoto,,3,17,11,11,2,1,0,1,0,0,,
,SteelRat,,11,20,11,11,2,1,0,1,0,0,,
,zur_rama111,,2,30,11,11,2,1,0,2,0,0,,
,KJ,,7,11,11,11,2,1,0,1,0,0,,
,Denker,,12,11,11,11,2,1,0,1,0,0,,
,BitcoinDictator,,8,11,11,11,2,1,0,1,0,0,,
,Biggz0522,,7,12,11,11,2,1,0,1,0,0,,
,UnjustOne,,12,11,11,11,2,1,0,1,0,0,,
,AwesomeSparkly,,3,12,11,11,2,1,0,1,0,0,,
,Gytareum,,12,30,11,11,2,1,0,2,0,0,,
,EtherKnight,,8,11,11,11,2,1,0,1,0,0,,
,ProfessorBellBottom,,11,11,11,11,2,1,0,1,0,0,,
,cmosc89,,6,21,11,11,2,1,0,1,0,0,,
,Sir Tango,,12,11,11,11,2,1,0,1,0,0,,
,ScroopyNoopers,,4,11,11,11,2,1,0,1,0,0,,
,TerribleALX,,11,33,11,11,2,1,0,2,0,0,,
,Des Petrovich,,7,13,11,11,2,1,0,1,0,0,,
,Mel0n102,,9,11,11,11,2,1,0,1,0,0,,
,SOLARmkd,,12,11,11,11,2,1,0,1,0,0,,
,Elyon,,12,24,11,11,2,1,0,1,0,0,,
,Yompster,,9,35,11,11,2,1,0,2,0,0,,
,wiwismile,,2,13,11,11,2,1,0,1,0,0,,
,mmax,,8,11,11,11,2,1,0,1,0,0,,
,Strikeroff,,9,11,11,11,2,1,0,1,0,0,,
,channnnn,,10,11,11,11,2,1,0,1,0,0,,
,gantarisa,,8,11,11,11,2,1,0,1,0,0,,
,mnsx,,6,11,11,11,2,1,0,1,0,0,,
,Zhiga,,9,18,11,11,2,1,0,1,0,0,,
,Oblongfitzoblong,,11,11,11,11,2,1,0,1,0,0,,
,ProAndyKiller,,9,11,11,11,2,1,0,1,0,0,,
,NER00OON,,1,11,11,11,2,1,0,1,0,0,,
,Sapien Jon,,7,14,11,11,2,1,0,1,0,0,,
,Riddlept,,9,11,11,11,2,1,0,1,0,0,,
,ZEALOT,,9,13,11,11,2,1,0,1,0,0,,
,pokerbjj,,6,11,11,11,2,1,0,1,0,0,,
,xcoil,,7,23,11,11,2,1,0,1,0,0,,
,swimlane72,,9,31,11,11,2,1,0,2,0,0,,
,&,,8,17,11,11,2,1,0,1,0,0,,
,trakzenator,,1,11,11,11,2,1,0,1,0,0,,
,intacrypt,,5,12,11,11,2,1,0,1,0,0,,
,krashnovr,,11,11,11,11,2,1,0,1,0,0,,
,Pain,,7,11,11,11,2,1,0,1,0,0,,
,theboogyman,,9,11,11,11,2,1,0,1,0,0,,
,.XXOTCXX.,,1,22,11,11,2,1,0,1,0,0,,
,нн,,7,11,11,11,2,1,0,1,0,0,,
,Robot0005,,5,10,10,10,3,0,0,0,0,0,,
,Moonpig,,11,14,10,10,3,0,0,0,0,0,,
,radi,,12,10,10,10,3,0,0,0,0,0,,
,SpaceCat,,6,13,10,10,3,0,0,0,0,0,,
,vladyser5554,,7,10,10,10,3,0,0,0,0,0,,
,Xiato,,7,11,10,10,3,0,0,0,0,0,,
,Fastkill,,8,22,10,10,3,0,0,0,0,0,,
,serthan,,8,10,10,10,3,0,0,0,0,0,,
,iluvsheep,,8,11,10,10,3,0,0,0,0,0,,
,KceoLine,,9,10,10,10,3,0,0,0,0,0,,
,Cananopie,,9,10,10,10,3,0,0,0,0,0,,
,DPRoberts99,,9,14,10,10,3,0,0,0,0,0,,
,Manigoldo,,4,10,10,10,3,0,0,0,0,0,,
,Suicide_Hunter,,7,10,10,10,3,0,0,0,0,0,,
,Eltukko21,,7,10,10,10,3,0,0,0,0,0,,
,energy dorink,,8,10,10,10,3,0,0,0,0,0,,
,Stede,,11,12,10,10,3,0,0,0,0,0,,
,Blockfisher,,7,10,10,10,3,0,0,0,0,0,,
,RavenGuard,,12,38,10,10,3,0,0,1,0,0,,
,smirnawf,,11,10,10,10,3,0,0,0,0,0,,
,LordBrian,,6,10,10,10,3,0,0,0,0,0,,
,blockchaingames.fun,,9,10,10,10,3,0,0,0,0,0,,
,Starvin,,12,10,10,10,3,0,0,0,0,0,,
,DudeGuy420,,9,10,10,10,3,0,0,0,0,0,,
,z4tm99vr,,7,13,10,10,3,0,0,0,0,0,,
,Megawarez,,11,10,10,10,3,0,0,0,0,0,,
,FriendlySpy,,9,16,10,10,3,0,0,0,0,0,,
,Kaashuni,,9,10,10,10,3,0,0,0,0,0,,
,kentsutse,,5,10,10,10,3,0,0,0,0,0,,
,Bitcoin,,11,9,9,9,3,0,0,0,0,0,,
,RedRuggles5,,8,29,9,9,3,0,0,0,0,0,,
,crypto-lite91,,12,44,9,9,3,0,0,1,0,0,,
,Jahura_Banu,,2,41,9,9,3,0,0,1,0,0,,
,henningju,,8,9,9,9,3,0,0,0,0,0,,
,Zeleios,,9,9,9,9,3,0,0,0,0,0,,
,NAGIBATOR,,8,9,9,9,3,0,0,0,0,0,,
,Keigan2cool,,1,9,9,9,3,0,0,0,0,0,,
,bkositzke,,8,10,9,9,3,0,0,0,0,0,,
,Starboy,,12,9,9,9,3,0,0,0,0,0,,
,angrygnat,,9,18,9,9,3,0,0,0,0,0,,
,onlys,,4,10,9,9,3,0,0,0,0,0,,
,grille67,,7,24,9,9,3,0,0,0,0,0,,
,BiggestBiceptuis,,8,31,9,9,3,0,0,1,0,0,,
,Hastal Havista,,7,9,9,9,3,0,0,0,0,0,,
,BasVanSpanker,,9,35,9,9,3,0,0,1,0,0,,
,Hermes,,10,9,9,9,3,0,0,0,0,0,,
,Mhmed,,5,25,9,9,3,0,0,0,0,0,,
,karlito636,,6,9,9,9,3,0,0,0,0,0,,
,Deil713009,,5,15,9,9,3,0,0,0,0,0,,
,Sir Ike Moesha Broflovski,,10,39,9,9,3,0,0,1,0,0,,
,AlienWeapon,,11,16,9,9,3,0,0,0,0,0,,
,fice,,10,9,9,9,3,0,0,0,0,0,,
,Diman007,,7,11,9,9,3,0,0,0,0,0,,
,fluffyhag,,10,22,9,9,3,0,0,0,0,0,,
,The7tard,,4,13,9,9,3,0,0,0,0,0,,
,dad,,9,11,9,9,3,0,0,0,0,0,,
,shadowstrike42,,8,14,9,9,3,0,0,0,0,0,,
,☭,,8,9,9,9,3,0,0,0,0,0,,
,miojo_esperto,,12,9,9,9,3,0,0,0,0,0,,
,strange,,7,14,9,9,3,0,0,0,0,0,,
,AdventureStory,,8,12,9,9,3,0,0,0,0,0,,
,Tafut Aga,,5,14,9,9,3,0,0,0,0,0,,
,Veganic,,3,9,9,9,3,0,0,0,0,0,,
,Utar Vicar of Pebbles,,7,9,9,9,3,0,0,0,0,0,,
,Helga999,,8,9,9,9,3,0,0,0,0,0,,
,Bitsavage,,7,9,9,9,3,0,0,0,0,0,,
,Moneybags,,9,9,9,9,3,0,0,0,0,0,,
,DestrucTorT,,11,32,8,8,3,0,0,1,0,0,,
,maelstrom4880,,4,8,8,8,3,0,0,0,0,0,,
,£,,9,8,8,8,3,0,0,0,0,0,,
,gecheverria86,,8,8,8,8,3,0,0,0,0,0,,
,mezastel,,1,8,8,8,3,0,0,0,0,0,,
,sarim atif,,3,8,8,8,3,0,0,0,0,0,,
,Drummerboyj,,10,8,8,8,3,0,0,0,0,0,,
,Hellvent,,9,8,8,8,3,0,0,0,0,0,,
,jakiro12,,6,8,8,8,3,0,0,0,0,0,,
,Areraneе,,1,8,8,8,3,0,0,0,0,0,,
,DisgustingHuman,,10,16,8,8,3,0,0,0,0,0,,
,GiaLoTa,,1,8,8,8,3,0,0,0,0,0,,
,LegndRicky,,9,8,8,8,3,0,0,0,0,0,,
,Excidium,,9,8,8,8,3,0,0,0,0,0,,
,ZhiBo,,4,10,8,8,3,0,0,0,0,0,,
,OlyaVL11,,4,18,8,8,3,0,0,0,0,0,,
,⅋,,6,9,8,8,3,0,0,0,0,0,,
,Channel9,,3,8,8,8,3,0,0,0,0,0,,
,Oxn,,9,34,8,8,3,0,0,1,0,0,,
,0x7d31apuz,,10,67,8,8,3,0,0,1,0,0,,
,ForlornHope,,7,8,8,8,3,0,0,0,0,0,,
,KairosMGW,,1,8,8,8,3,0,0,0,0,0,,
,freedom2020,,7,8,8,8,3,0,0,0,0,0,,
,emiliomorles,,7,8,8,8,3,0,0,0,0,0,,
,teawaterwire,,6,8,8,8,3,0,0,0,0,0,,
