,Username,Place,Peak Rating,Wins,Wins in first 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary,,
Elite Tier,Wilderness,1,1541.046784,23,22,22,0,0,2,0,0,3,,"""Counted wins"" are either the total number of wins a player earned, or their maximum allowed for prizes based on the rank they had at the end of their 25th game during the event."
Leaderboard,Mirage88,2,1505.061248,87,22,22,0,0,2,0,1,2,,
,あ,3,1493.08992,22,22,22,0,0,2,0,0,2,,
,TheHassy,4,1503.555136,21,21,21,0,1,1,0,0,2,,
,Ayo,5,1503.04,21,21,21,0,0,1,0,0,2,,
,Nonchan,6,1510.829792,32,20,20,0,0,1,0,1,1,,
,Resonator,7,1492.061312,20,20,20,0,0,1,0,0,1,,
,Fantomasek,8,1486.757728,38,20,20,0,0,0,0,1,1,,
,Gandalf,9,1477.329472,42,20,20,0,1,0,0,0,1,,
,Ἄρης,10,1477.278592,20,20,20,0,0,0,0,0,1,,
,,,,,,,,,,,,,,
,Username,,Rank,Wins,Wins in first 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary,,
,Wilderness,,12,23,22,22,0,0,3,0,0,2,,
,Mirage88,,12,87,22,22,0,0,3,1,0,2,,
,あ,,12,22,22,22,0,0,3,0,0,2,,
,Demons,,11,58,21,21,0,0,2,1,2,1,,
Complete,Ayo,,12,21,21,21,0,0,2,0,2,1,,
Weekend,TheHassy,,12,21,21,21,0,0,2,0,2,1,,
Ranked,Resonator,,12,20,20,20,0,1,1,1,1,1,,
(Includes,Gandalf,,12,42,20,20,0,1,1,2,1,1,,
Bonus Prizes,Nonchan,,12,32,20,20,0,1,1,2,1,1,,
for 30 Wins),Ἄρης,,12,20,20,20,0,1,1,1,1,1,,
,⠀r3hab,,12,20,20,20,0,1,1,1,1,1,,
,Fantomasek,,12,38,20,20,0,1,1,2,1,1,,
,Wezz,,12,30,19,19,0,2,1,1,2,0,,
,V-Hirvi,,12,31,19,19,0,2,1,1,2,0,,
,[Pulse] Aldoc,,11,19,19,19,0,2,1,0,2,0,,
,SniffOnMe,,12,21,19,19,0,2,1,0,2,0,,
,[tst]cautionfun,,12,30,19,19,0,2,1,1,2,0,,
,someonesomeone,,12,19,19,19,0,2,1,0,2,0,,
,ногоонзалуу,,12,19,19,19,0,2,1,0,2,0,,
,Ares,,9,35,18,18,0,3,0,1,2,0,,
,[tst]themudman,,12,48,18,18,0,3,0,1,2,0,,
,Veloth,,12,22,18,18,0,3,0,0,2,0,,
,trilldebeest,,9,18,18,18,0,3,0,0,2,0,,
,roytutu,,11,30,18,18,0,3,0,1,2,0,,
,flex13,,12,30,18,18,0,3,0,1,2,0,,
,Pidda1994,,8,17,17,17,1,2,0,0,2,0,,
,Cindy,,9,17,17,17,1,2,0,0,2,0,,
,CryptoJoueur,,8,19,19,17,1,2,0,0,2,0,,
,"漢字, 汉字",,8,18,18,17,1,2,0,0,2,0,,
,Moonpig,,10,18,17,17,1,2,0,0,2,0,,
,X Æ A-12,,8,20,18,17,1,2,0,0,2,0,,
,cholzgu,,8,35,17,17,1,2,0,1,2,0,,
,ZEALOT,,8,17,17,17,1,2,0,0,2,0,,
,😎,,12,17,17,17,1,2,0,0,2,0,,
,raz0r,,8,18,18,17,1,2,0,0,2,0,,
,[F2P] Mythic Unchain NCP,,9,59,17,17,1,2,0,1,2,0,,
,Charles Utkins,,12,18,17,17,1,2,0,0,2,0,,
,Kinch,,11,26,17,17,1,2,0,0,2,0,,
,PleaseDontRope,,8,17,17,17,1,2,0,0,2,0,,
,ěĝĝƑơơƴơůňĝ,,8,18,17,17,1,2,0,0,2,0,,
,Xpwao,,8,30,17,17,1,2,0,1,2,0,,
,sparky,,10,57,17,17,1,2,0,1,2,0,,
,Hellicon,,9,18,17,17,1,2,0,0,2,0,,
,[tst]bonkthatbutt,,12,18,17,17,1,2,0,0,2,0,,
,zlaxor,,12,20,17,17,1,2,0,0,2,0,,
,CopperPitch,,12,20,17,17,1,2,0,0,2,0,,
,ベック,,11,30,17,17,1,2,0,1,2,0,,
,Surface2AirMissle,,9,17,17,17,1,2,0,0,2,0,,
,ZENIMOON,,10,17,16,16,0,3,0,1,1,0,,
,Tripel_Ix,,7,17,17,16,0,3,0,1,1,0,,
,Bumboklaat,,8,16,16,16,0,3,0,1,1,0,,
,Apollo,,12,22,16,16,0,3,0,1,1,0,,
,Excidium,,8,16,16,16,0,3,0,1,1,0,,
,ザハード,,12,30,16,16,0,3,0,2,1,0,,
,gohm,,9,16,16,16,0,3,0,1,1,0,,
,[tst] Unchained Fan,,12,16,16,16,0,3,0,1,1,0,,
,Slackov,,11,17,16,16,0,3,0,1,1,0,,
,ValBelair,,8,16,16,16,0,3,0,1,1,0,,
,三十八,,12,16,16,16,0,3,0,1,1,0,,
,Ckastigador,,12,30,16,16,0,3,0,2,1,0,,
,Oxn,,8,21,16,16,0,3,0,1,1,0,,
,[Mythic] revan,,12,17,16,16,0,3,0,1,1,0,,
,iluvbitcoins,,7,17,17,16,0,3,0,1,1,0,,
,TheRabbitRun,,7,18,17,16,0,3,0,1,1,0,,
,rare,,12,17,16,16,0,3,0,1,1,0,,
,TheNachoSamurai,,12,37,16,16,0,3,0,2,1,0,,
,wic3x5,,7,17,16,16,0,3,0,1,1,0,,
,Starry Ninja,,7,16,16,16,0,3,0,1,1,0,,
,densdensdens,,8,16,16,16,0,3,0,1,1,0,,
,Sir Tango,,12,17,16,16,0,3,0,1,1,0,,
,BlackMagic,,12,33,16,16,0,3,0,2,1,0,,
,slivenec,,7,19,18,16,0,3,0,1,1,0,,
,KLMJ,,8,16,16,16,0,3,0,1,1,0,,
,RavenGuard,,12,16,16,16,0,3,0,1,1,0,,
,Грумвол,,12,16,16,16,0,3,0,1,1,0,,
,שלימזל,,12,16,16,16,0,3,0,1,1,0,,
,[Taiga] VOLK,,11,19,16,16,0,3,0,1,1,0,,
,VonMises,,11,27,16,16,0,3,0,1,1,0,,
,DrippSinatra,,8,23,16,16,0,3,0,1,1,0,,
,MustangKirby,,8,34,16,16,0,3,0,2,1,0,,
,Lysander,,12,31,16,16,0,3,0,2,1,0,,
,Scuffle,,12,16,16,16,0,3,0,1,1,0,,
,七月十日,,12,16,16,16,0,3,0,1,1,0,,
,allstarrunner,,6,16,16,15,1,2,0,2,0,0,,
,Akilsainon,,11,15,15,15,1,2,0,2,0,0,,
,Bozie,,5,20,15,15,1,2,0,2,0,0,,
,[F2P]BonkNCP,,12,15,15,15,1,2,0,2,0,0,,
,GodhookzTTV,,5,73,15,15,1,2,0,3,0,0,,
,PooNaniHunter,,8,22,15,15,1,2,0,2,0,0,,
,dobindubas,,6,16,16,15,1,2,0,2,0,0,,
,Cananopie,,8,18,15,15,1,2,0,2,0,0,,
,Drummerboyj,,10,15,15,15,1,2,0,2,0,0,,
,アトリ,,12,15,15,15,1,2,0,2,0,0,,
,Prince,,9,19,15,15,1,2,0,2,0,0,,
,[Mythic] GGian,,12,31,15,15,1,2,0,3,0,0,,
,Waikikamukau,,11,23,15,15,1,2,0,2,0,0,,
,freaky44,,8,15,15,15,1,2,0,2,0,0,,
,cicada,,8,33,15,15,1,2,0,3,0,0,,
,AwesomeSparkly,,8,15,15,15,1,2,0,2,0,0,,
,Returner,,10,15,15,15,1,2,0,2,0,0,,
,Fëanor,,5,49,17,15,1,2,0,3,0,0,,
,Elyon,,11,23,15,15,1,2,0,2,0,0,,
,✜,,12,16,15,15,1,2,0,2,0,0,,
,Dave,,9,39,15,15,1,2,0,3,0,0,,
,Sameersh,,5,22,15,15,1,2,0,2,0,0,,
,JMa14,,5,20,16,15,1,2,0,2,0,0,,
,theboogyman,,8,17,15,15,1,2,0,2,0,0,,
,Resplandor,,9,18,15,15,1,2,0,2,0,0,,
,⌀,,6,16,16,15,1,2,0,2,0,0,,
,Kolesiff,,12,23,14,14,1,2,0,2,0,0,,
,ulcus,,7,38,14,14,1,2,0,3,0,0,,
,Saint777,,12,14,14,14,1,2,0,2,0,0,,
,TREY,,12,15,14,14,1,2,0,2,0,0,,
,Dactar,,8,14,14,14,1,2,0,2,0,0,,
,Kietelaar,,6,30,14,14,1,2,0,3,0,0,,
,rl958,,12,14,14,14,1,2,0,2,0,0,,
,superslim,,8,28,14,14,1,2,0,2,0,0,,
,jnew00,,6,14,14,14,1,2,0,2,0,0,,
,shaleby_,,5,14,14,14,1,2,0,2,0,0,,
,Pesaac2020,,8,25,14,14,1,2,0,2,0,0,,
,魔junior,,12,15,14,14,1,2,0,2,0,0,,
,0x7d31apuz,,9,30,14,14,1,2,0,3,0,0,,
,carebear,,12,14,14,14,1,2,0,2,0,0,,
,vogimania,,8,19,14,14,1,2,0,2,0,0,,
,Hypnotic,,8,14,14,14,1,2,0,2,0,0,,
,MasterMirror,,9,15,14,14,1,2,0,2,0,0,,
,smirnawf,,9,14,14,14,1,2,0,2,0,0,,
,inklic,,6,31,14,14,1,2,0,3,0,0,,
,GodMode,,7,14,14,14,1,2,0,2,0,0,,
,キツネの叫び,,12,14,14,14,1,2,0,2,0,0,,
,doudou2201,,8,17,14,14,1,2,0,2,0,0,,
,ProAndyKiller,,8,14,14,14,1,2,0,2,0,0,,
,noteboom,,12,14,14,14,1,2,0,2,0,0,,
,TenTon01,,5,14,14,14,1,2,0,2,0,0,,
,🤡,,12,14,14,14,1,2,0,2,0,0,,
,ŽŽŽ,,8,40,14,14,1,2,0,3,0,0,,
,たこ,,11,14,14,14,1,2,0,2,0,0,,
,Fantasmita,,9,15,14,14,1,2,0,2,0,0,,
,Easycake001,,7,18,14,14,1,2,0,2,0,0,,
,sczi*987,,5,14,14,14,1,2,0,2,0,0,,
,[F2P] notfreedan NCP,,12,14,14,14,1,2,0,2,0,0,,
,blacksad,,11,14,14,14,1,2,0,2,0,0,,
,LetMeLive,,12,19,14,14,1,2,0,2,0,0,,
,ScrMcDuck,,12,14,14,14,1,2,0,2,0,0,,
,自然,,12,30,14,14,1,2,0,3,0,0,,
,robotdeniro,,5,14,14,14,1,2,0,2,0,0,,
,Jimmer,,10,14,14,14,1,2,0,2,0,0,,
,Jayshawn,,8,14,14,14,1,2,0,2,0,0,,
,Paradime,,9,24,14,14,1,2,0,2,0,0,,
,finansisn,,8,14,14,14,1,2,0,2,0,0,,
,Androssi,,8,14,14,14,1,2,0,2,0,0,,
,SpaceCoastKook,,12,18,14,14,1,2,0,2,0,0,,
,other,,3,38,16,13,2,1,0,2,0,0,,
,Deil713009,,5,14,13,13,2,1,0,1,0,0,,
,Gordon Shumway,,1,14,14,13,2,1,0,1,0,0,,
,Ax-S.C.B,,3,16,14,13,2,1,0,1,0,0,,
,coinage,,8,14,13,13,2,1,0,1,0,0,,
,gesscuuu,,4,16,14,13,2,1,0,1,0,0,,
,dad,,6,16,13,13,2,1,0,1,0,0,,
,Cryptolemon,,12,13,13,13,2,1,0,1,0,0,,
,reachy,,9,13,13,13,2,1,0,1,0,0,,
,sadisteck,,11,13,13,13,2,1,0,1,0,0,,
,Tiannizu,,11,25,13,13,2,1,0,1,0,0,,
,Inneluki,,1,37,16,13,2,1,0,2,0,0,,
,sensebe,,11,48,13,13,2,1,0,2,0,0,,
,Krumpy Lumpkins,,12,60,13,13,2,1,0,2,0,0,,
,Shibanqk,,11,19,13,13,2,1,0,1,0,0,,
,TheModestThief,,2,47,16,13,2,1,0,2,0,0,,
