,Username,Place,Peak Rating,Wins,Wins in first 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary,,
,Nininiao,,8,19,18,17,1,2,0,0,2,0,,
,Fantomasek,,11,37,17,17,1,2,0,1,2,0,,
,Godamnitleeroy,,12,34,17,17,1,2,0,1,2,0,,
,WalkThisWay,,11,17,17,17,1,2,0,0,2,0,,
,Manymany,,8,42,17,17,1,2,0,1,2,0,,
,zlaxor,,12,25,17,17,1,2,0,0,2,0,,
,n!ghtl!ght,,8,22,17,17,1,2,0,0,2,0,,
,Starboy,,9,29,17,17,1,2,0,0,2,0,,
,JoltzNinja,,11,34,17,17,1,2,0,1,2,0,,
,اکویٹا,,11,31,17,17,1,2,0,1,2,0,,
,ZENIMOON,,9,20,17,17,1,2,0,0,2,0,,
,KceoLine,,8,31,17,17,1,2,0,1,2,0,,
,BasVanSpanker,,8,22,17,17,1,2,0,0,2,0,,
,Yompster,,8,28,17,17,1,2,0,0,2,0,,
,mike0182,,11,22,17,17,1,2,0,0,2,0,,
,ногоонзалуу,,12,30,17,17,1,2,0,1,2,0,,
,Lilac,,12,17,17,17,1,2,0,0,2,0,,
,TheNachoSamurai,,12,42,17,17,1,2,0,1,2,0,,
,The38th,,12,42,17,17,1,2,0,1,2,0,,
,ozimodan,,12,18,17,17,1,2,0,0,2,0,,
,Wades.ETH,,12,51,17,17,1,2,0,1,2,0,,
,Scuffle,,12,20,17,17,1,2,0,0,2,0,,
,TREY,,12,31,17,17,1,2,0,1,2,0,,
,monStar,,12,17,17,17,1,2,0,0,2,0,,
,krashnovr,,10,17,17,17,1,2,0,0,2,0,,
,chaoren,,12,44,17,17,1,2,0,1,2,0,,
,RavenGuard,,12,30,17,17,1,2,0,1,2,0,,
,gothmaug,,11,18,17,17,1,2,0,0,2,0,,
,Ayo,,12,19,17,17,1,2,0,0,2,0,,
,Aragon,,12,33,17,17,1,2,0,1,2,0,,
,trent_reznor,,7,28,19,16,0,3,0,1,1,0,,
,Thirdman,,7,30,18,16,0,3,0,2,1,0,,
,⌀,,7,18,18,16,0,3,0,1,1,0,,
,JohnTravolta,,7,17,17,16,0,3,0,1,1,0,,
,fluffyhag,,7,21,17,16,0,3,0,1,1,0,,
,Dallas_barr,,12,16,16,16,0,3,0,1,1,0,,
,Longy,,12,33,16,16,0,3,0,2,1,0,,
,ghostrestaurantlab_inago,,7,16,16,16,0,3,0,1,1,0,,
,galdames2,,7,16,16,16,0,3,0,1,1,0,,
,Naio,,8,20,16,16,0,3,0,1,1,0,,
,bkositzke,,11,27,16,16,0,3,0,1,1,0,,
,自然,,12,34,16,16,0,3,0,2,1,0,,
,[tst] Freedan,,12,30,16,16,0,3,0,2,1,0,,
,Sparkyknight,,7,16,16,16,0,3,0,1,1,0,,
,Mr_Zinger,,8,16,16,16,0,3,0,1,1,0,,
,Androssi,,10,16,16,16,0,3,0,1,1,0,,
,Elyon,,11,19,16,16,0,3,0,1,1,0,,
,stoeckro,,8,16,16,16,0,3,0,1,1,0,,
,amin,,10,23,16,16,0,3,0,1,1,0,,
,[Mythic] GGian,,12,31,16,16,0,3,0,2,1,0,,
,魔junior,,12,16,16,16,0,3,0,1,1,0,,
,Lucifer,,12,17,16,16,0,3,0,1,1,0,,
,ø,,12,16,16,16,0,3,0,1,1,0,,
,athlee,,8,16,16,16,0,3,0,1,1,0,,
,Aadi1912,,7,36,16,16,0,3,0,2,1,0,,
,Stede,,11,16,16,16,0,3,0,1,1,0,,
,のんちゃん,,12,37,16,16,0,3,0,2,1,0,,
,[Mythic] Dragonstorm,,12,32,16,16,0,3,0,2,1,0,,
,Ἄρης,,12,16,16,16,0,3,0,1,1,0,,
,Þ,,11,16,16,16,0,3,0,1,1,0,,
,eddie murphy,,8,22,16,16,0,3,0,1,1,0,,
,CopperPitch,,12,30,16,16,0,3,0,2,1,0,,
,cryptoznewb,,11,19,16,16,0,3,0,1,1,0,,
,maulotov,,12,20,16,16,0,3,0,1,1,0,,
,FoxCries,,12,25,16,16,0,3,0,1,1,0,,
,benyasu,,12,16,16,16,0,3,0,1,1,0,,
,SonGokuBg,,9,16,16,16,0,3,0,1,1,0,,
,jackow80,,8,31,16,16,0,3,0,2,1,0,,
,gou,,12,18,16,16,0,3,0,1,1,0,,
,Bozie,,5,22,20,15,1,2,0,2,0,0,,
,Zweinhander,,5,17,17,15,1,2,0,2,0,0,,
,deadboy666,,6,34,17,15,1,2,0,3,0,0,,
,wadamaruz,,6,22,16,15,1,2,0,2,0,0,,
,TheFireWithin,,5,43,16,15,1,2,0,3,0,0,,
,POOKIDS420,,7,24,15,15,1,2,0,2,0,0,,
,sparky,,10,33,15,15,1,2,0,3,0,0,,
,AMRLordCoins,,7,19,15,15,1,2,0,2,0,0,,
,X Æ A-12,,7,17,15,15,1,2,0,2,0,0,,
,Akilsainon,,12,15,15,15,1,2,0,2,0,0,,
,eMeS,,8,19,15,15,1,2,0,2,0,0,,
,cambocleve,,9,15,15,15,1,2,0,2,0,0,,
,o-o,,5,20,15,15,1,2,0,2,0,0,,
,ArzrA,,9,15,15,15,1,2,0,2,0,0,,
,Ckastigador,,12,19,15,15,1,2,0,2,0,0,,
,k2h,,12,15,15,15,1,2,0,2,0,0,,
,♪♪♪♪♪,,9,17,15,15,1,2,0,2,0,0,,
,John McClane,,12,15,15,15,1,2,0,2,0,0,,
,Noshlarr,,10,15,15,15,1,2,0,2,0,0,,
,ZEALOT,,10,18,15,15,1,2,0,2,0,0,,
,Swen 122,,5,15,15,15,1,2,0,2,0,0,,
,swimlane72,,9,23,15,15,1,2,0,2,0,0,,
,🦁,,12,21,15,15,1,2,0,2,0,0,,
,stevecronin,,7,17,15,15,1,2,0,2,0,0,,
,LetMeLive,,12,16,15,15,1,2,0,2,0,0,,
,bacoor  hbwallet,,7,15,15,15,1,2,0,2,0,0,,
,のんちゃん,,12,15,15,15,1,2,0,2,0,0,,
,MrMousey,,7,15,15,15,1,2,0,2,0,0,,
,DestrucTorT,,9,32,14,14,1,2,0,3,0,0,,
,[IRIS]Yusakman,,8,16,14,14,1,2,0,2,0,0,,
,dobindubas,,6,18,14,14,1,2,0,2,0,0,,
,zomsie,,7,14,14,14,1,2,0,2,0,0,,
,Ares,,9,33,14,14,1,2,0,3,0,0,,
,Bielobog,,5,15,14,14,1,2,0,2,0,0,,
,PooNaniHunter,,9,14,14,14,1,2,0,2,0,0,,
,Resonator,,12,16,14,14,1,2,0,2,0,0,,
,7figurecrypto.com,,6,14,14,14,1,2,0,2,0,0,,
,TenTon01,,5,15,14,14,1,2,0,2,0,0,,
,Dragonlord626,,5,14,14,14,1,2,0,2,0,0,,
,NAGIBATOR,,9,17,14,14,1,2,0,2,0,0,,
,£,,9,20,14,14,1,2,0,2,0,0,,
,CuCu99,,8,31,14,14,1,2,0,3,0,0,,
,finansisn,,9,16,14,14,1,2,0,2,0,0,,
,[Mythic] revan,,12,15,14,14,1,2,0,2,0,0,,
,UnjustOne,,11,27,14,14,1,2,0,2,0,0,,
,mamont123,,9,14,14,14,1,2,0,2,0,0,,
,Jayshawn,,8,14,14,14,1,2,0,2,0,0,,
,Veloth,,12,14,14,14,1,2,0,2,0,0,,
,Oshay,,8,14,14,14,1,2,0,2,0,0,,
,restb777,,8,23,14,14,1,2,0,2,0,0,,
,TerribleJIexa,,10,38,14,14,1,2,0,3,0,0,,
,Waikikamukau,,12,38,14,14,1,2,0,3,0,0,,
,Marigoth,,9,15,14,14,1,2,0,2,0,0,,
,Excidium,,8,42,14,14,1,2,0,3,0,0,,
,OverM,,11,31,14,14,1,2,0,3,0,0,,
,JohnWick,,12,16,14,14,1,2,0,2,0,0,,
,blacksad,,9,14,14,14,1,2,0,2,0,0,,
,Oxn,,7,31,14,14,1,2,0,3,0,0,,
,__Razen__,,8,14,14,14,1,2,0,2,0,0,,
,AlienWeapon,,9,14,14,14,1,2,0,2,0,0,,
,kovanova,,7,16,14,14,1,2,0,2,0,0,,
,gohm,,11,16,14,14,1,2,0,2,0,0,,
,くりくりぷとぷと,,11,14,14,14,1,2,0,2,0,0,,
,Isildur1,,9,14,14,14,1,2,0,2,0,0,,
,DRASTICxOUTLAW,,8,18,14,14,1,2,0,2,0,0,,
,Zhiga,,8,18,14,14,1,2,0,2,0,0,,
,Djonbol1,,8,32,14,14,1,2,0,3,0,0,,
,✜CryptoDoC✜,,12,46,14,14,1,2,0,3,0,0,,
,Slackov,,11,18,14,14,1,2,0,2,0,0,,
,shadowstrike42,,5,15,14,14,1,2,0,2,0,0,,
,☭,,8,14,14,14,1,2,0,2,0,0,,
,MaxMatheus,,8,16,14,14,1,2,0,2,0,0,,
,Sapien Jon,,7,19,14,14,1,2,0,2,0,0,,
,quokku,,10,15,14,14,1,2,0,2,0,0,,
,Dikarb89,,7,14,14,14,1,2,0,2,0,0,,
,Blank Never Loses,,12,23,14,14,1,2,0,2,0,0,,
,²,,9,14,14,14,1,2,0,2,0,0,,
,Kselsi,,8,14,14,14,1,2,0,2,0,0,,
,sigfriedCrypto,,10,35,14,14,1,2,0,3,0,0,,
,little1985,,11,17,14,14,1,2,0,2,0,0,,
,Pain,,6,28,14,14,1,2,0,2,0,0,,
,白乌鸦,,12,29,14,14,1,2,0,2,0,0,,
,dalahad,,11,14,14,14,1,2,0,2,0,0,,
,FriendlySpy,,8,17,14,14,1,2,0,2,0,0,,
,СОЛАР-МКД,,11,17,14,14,1,2,0,2,0,0,,
,xanndex,,1,30,23,13,2,1,0,2,0,0,,
,baraboshka,,1,20,20,13,2,1,0,1,0,0,,
,Pstrong99,,3,25,17,13,2,1,0,1,0,0,,
,Hioga,,1,17,17,13,2,1,0,1,0,0,,
,magic1993,,1,20,16,13,2,1,0,1,0,0,,
,Sir_Nautheim,,1,16,16,13,2,1,0,1,0,0,,
,nerd2188,,1,19,16,13,2,1,0,1,0,0,,
,tetezinha,,1,24,16,13,2,1,0,1,0,0,,
,ElPatron,,1,15,15,13,2,1,0,1,0,0,,
,Motortor,,1,17,15,13,2,1,0,1,0,0,,
,optimism101,,3,15,15,13,2,1,0,1,0,0,,
,popeichwald,,1,18,15,13,2,1,0,1,0,0,,
,Meditate_More,,2,20,15,13,2,1,0,1,0,0,,
,Doxrain,,1,24,14,13,2,1,0,1,0,0,,
,Nbecerril53o,,4,20,14,13,2,1,0,1,0,0,,
,Dmitry_Jma,,1,14,14,13,2,1,0,1,0,0,,
,Brathering,,2,19,14,13,2,1,0,1,0,0,,
,BlackMagic,,8,19,13,13,2,1,0,1,0,0,,
,Herodot20,,5,13,13,13,2,1,0,1,0,0,,
,RedRuggles5,,8,23,13,13,2,1,0,1,0,0,,
,Puspin,,6,31,13,13,2,1,0,2,0,0,,
,oldemate,,4,13,13,13,2,1,0,1,0,0,,
,Toad Smoke,,1,23,13,13,2,1,0,1,0,0,,
,RoMkA737,,1,16,13,13,2,1,0,1,0,0,,
,PatrickG,,12,13,13,13,2,1,0,1,0,0,,
,Damaged Gadget,,9,14,13,13,2,1,0,1,0,0,,
,zur_rama111,,5,31,13,13,2,1,0,2,0,0,,
,adal111,,3,41,13,13,2,1,0,2,0,0,,
,Epic,,2,13,13,13,2,1,0,1,0,0,,
,ěĝĝƑơơƴơůňĝ,,10,30,13,13,2,1,0,2,0,0,,
,Returner,,10,31,13,13,2,1,0,2,0,0,,
,Lewnatic,,8,23,13,13,2,1,0,1,0,0,,
,Kyuhisan,,1,13,13,13,2,1,0,1,0,0,,
,Saint777,,7,34,13,13,2,1,0,2,0,0,,
,お金猫,,12,13,13,13,2,1,0,1,0,0,,
,rob31rob31,,7,14,13,13,2,1,0,1,0,0,,
,matt690,,7,13,13,13,2,1,0,1,0,0,,
,馬鹿じゃない,,11,13,13,13,2,1,0,1,0,0,,
,NoT TodaY,,10,45,13,13,2,1,0,2,0,0,,
,DPRoberts99,,7,16,13,13,2,1,0,1,0,0,,
,sadisteck,,10,13,13,13,2,1,0,1,0,0,,
,PaxMagnus,,9,30,13,13,2,1,0,2,0,0,,
,jaswaleska,,6,13,13,13,2,1,0,1,0,0,,
,spacepirate,,10,16,13,13,2,1,0,1,0,0,,
,Strikeroff,,9,18,13,13,2,1,0,1,0,0,,
,channnnn,,9,30,13,13,2,1,0,2,0,0,,
,fice,,9,13,13,13,2,1,0,1,0,0,,
,Diman007,,7,15,13,13,2,1,0,1,0,0,,
,Afronizer,,5,47,13,13,2,1,0,2,0,0,,
,hERoIC15397,,11,35,13,13,2,1,0,2,0,0,,
,imslo,,12,19,13,13,2,1,0,1,0,0,,
,USP12345,,6,25,13,13,2,1,0,1,0,0,,
,[Mythic] VVH,,12,13,13,13,2,1,0,1,0,0,,
,entling,,1,32,13,13,2,1,0,2,0,0,,
,LordDarktempler,,12,33,13,13,2,1,0,2,0,0,,
,mattyesq,,10,30,13,13,2,1,0,2,0,0,,
,smirnawf,,9,15,13,13,2,1,0,1,0,0,,
,PCoq,,11,29,13,13,2,1,0,1,0,0,,
,Kaashuni,,8,13,13,13,2,1,0,1,0,0,,
,dezilver,,11,15,13,13,2,1,0,1,0,0,,
,Justinkase,,8,43,13,13,2,1,0,2,0,0,,
,Properkid,,1,16,13,13,2,1,0,1,0,0,,
,Berezovysok,,6,21,12,12,2,1,0,1,0,0,,
,mydogzeus,,11,18,12,12,2,1,0,1,0,0,,
,densdensdens,,9,12,12,12,2,1,0,1,0,0,,
,LaughinGhost,,7,21,12,12,2,1,0,1,0,0,,
,HeresYourTollTroll,,8,15,12,12,2,1,0,1,0,0,,
,idncrypto67,,1,28,12,12,2,1,0,1,0,0,,
,popovanton89,,12,34,12,12,2,1,0,2,0,0,,
,wic3x5,,9,15,12,12,2,1,0,1,0,0,,
,Konohime,,7,12,12,12,2,1,0,1,0,0,,
,arisho,,9,25,12,12,2,1,0,1,0,0,,
,Tru+hSe3ker,,12,15,12,12,2,1,0,1,0,0,,
,777mihman777,,10,34,12,12,2,1,0,2,0,0,,
,furryballs,,7,12,12,12,2,1,0,1,0,0,,
,Koyaanisqatsi,,7,17,12,12,2,1,0,1,0,0,,
,Drummerboyj,,9,24,12,12,2,1,0,1,0,0,,
,Fastkill,,7,12,12,12,2,1,0,1,0,0,,
,DisgustingHuman,,10,25,12,12,2,1,0,1,0,0,,
,slivenec,,9,17,12,12,2,1,0,1,0,0,,
,LCHammer,,12,12,12,12,2,1,0,1,0,0,,
,Dave,,10,12,12,12,2,1,0,1,0,0,,
,spoonza904,,1,22,12,12,2,1,0,1,0,0,,
,manfromfire,,5,13,12,12,2,1,0,1,0,0,,
,[Pulse] Aldoc,,12,12,12,12,2,1,0,1,0,0,,
,colliseum,,9,12,12,12,2,1,0,1,0,0,,
,crusty jane,,6,12,12,12,2,1,0,1,0,0,,
,FaZeHammerCurls,,7,12,12,12,2,1,0,1,0,0,,
,serthan,,7,18,12,12,2,1,0,1,0,0,,
,Noice,,10,12,12,12,2,1,0,1,0,0,,
,Sink,,5,18,12,12,2,1,0,1,0,0,,
,DaCatzMeow,,9,39,12,12,2,1,0,2,0,0,,
,☺,,8,59,12,12,2,1,0,2,0,0,,
,reddybear,,12,12,12,12,2,1,0,1,0,0,,
,Gsimple2000,,4,13,12,12,2,1,0,1,0,0,,
,paprikman,,1,12,12,12,2,1,0,1,0,0,,
,Eltukko21,,8,17,12,12,2,1,0,1,0,0,,
,energy dorink,,9,12,12,12,2,1,0,1,0,0,,
,ReportMe,,8,14,12,12,2,1,0,1,0,0,,
,Stumpjumper,,4,12,12,12,2,1,0,1,0,0,,
,Odin,,12,12,12,12,2,1,0,1,0,0,,
,pauk6666,,6,42,12,12,2,1,0,2,0,0,,
,MAC,,6,16,12,12,2,1,0,1,0,0,,
,dad,,7,12,12,12,2,1,0,1,0,0,,
,mayablock,,8,21,12,12,2,1,0,1,0,0,,
,TooEasy,,12,12,12,12,2,1,0,1,0,0,,
,AdventureStory,,5,15,12,12,2,1,0,1,0,0,,
,albtraummonster,,7,12,12,12,2,1,0,1,0,0,,
,r3hab,,12,32,12,12,2,1,0,2,0,0,,
,xcoil,,12,22,12,12,2,1,0,1,0,0,,
,Masha H2,,6,12,12,12,2,1,0,1,0,0,,
,CryptoJesse,,6,18,12,12,2,1,0,1,0,0,,
,三日月,,12,12,12,12,2,1,0,1,0,0,,
,Demolisher,,11,30,11,11,2,1,0,2,0,0,,
,gerundio,,9,17,11,11,2,1,0,1,0,0,,
,John Macafee,,8,11,11,11,2,1,0,1,0,0,,
,noteboom,,12,11,11,11,2,1,0,1,0,0,,
,ZAFARI,,12,16,11,11,2,1,0,1,0,0,,
,roytutu,,12,39,11,11,2,1,0,2,0,0,,
,AwesomeSparkly,,5,12,11,11,2,1,0,1,0,0,,
,Zorongo,,6,11,11,11,2,1,0,1,0,0,,
,ValBelair,,7,11,11,11,2,1,0,1,0,0,,
,doudou2201,,10,43,11,11,2,1,0,2,0,0,,
,D_Vitiate,,11,16,11,11,2,1,0,1,0,0,,
,Cedric008,,10,11,11,11,2,1,0,1,0,0,,
,Gypo,,7,11,11,11,2,1,0,1,0,0,,
,DthRevan,,8,11,11,11,2,1,0,1,0,0,,
,Yaratsu,,8,11,11,11,2,1,0,1,0,0,,
,Apathy_217,,3,11,11,11,2,1,0,1,0,0,,
,force_of_nature,,10,17,11,11,2,1,0,1,0,0,,
,twisterdw,,8,23,11,11,2,1,0,1,0,0,,
,Yanicroft,,4,11,11,11,2,1,0,1,0,0,,
,[Pulse] v2,,12,14,11,11,2,1,0,1,0,0,,
,COiNNOiSSEUR,,9,18,11,11,2,1,0,1,0,0,,
,Zalogoff1980,,3,11,11,11,2,1,0,1,0,0,,
,gantarisa,,8,11,11,11,2,1,0,1,0,0,,
,XSITE,,10,33,11,11,2,1,0,2,0,0,,
,$,,8,57,11,11,2,1,0,2,0,0,,
,Vany,,12,11,11,11,2,1,0,1,0,0,,
,ulcus,,8,11,11,11,2,1,0,1,0,0,,
,Snottysnake,,9,11,11,11,2,1,0,1,0,0,,
,isaacfufu,,8,11,11,11,2,1,0,1,0,0,,
,Glimer421,,1,11,11,11,2,1,0,1,0,0,,
,MyReligion,,9,13,11,11,2,1,0,1,0,0,,
,Ninjaturtle,,8,16,11,11,2,1,0,1,0,0,,
,CrazyShaman,,6,11,11,11,2,1,0,1,0,0,,
,intacrypt,,6,22,11,11,2,1,0,1,0,0,,
,Dimas_XT,,7,13,11,11,2,1,0,1,0,0,,
,VIZI,,8,11,11,11,2,1,0,1,0,0,,
,Utar Vicar of Pebbles,,6,11,11,11,2,1,0,1,0,0,,
,Dancing_shep,,9,11,11,11,2,1,0,1,0,0,,
,Danbog,,8,12,11,11,2,1,0,1,0,0,,
,PHadzhiev,,9,11,11,11,2,1,0,1,0,0,,
,Makakka,,9,19,11,11,2,1,0,1,0,0,,
,VladTheGod,,5,19,11,11,2,1,0,1,0,0,,
,MaestroGR,,8,10,10,10,3,0,0,0,0,0,,
,abbyluuu,,5,10,10,10,3,0,0,0,0,0,,
,Leidenfrost,,8,21,10,10,3,0,0,0,0,0,,
,Nanich,,8,10,10,10,3,0,0,0,0,0,,
,darkbluechain,,10,20,10,10,3,0,0,0,0,0,,
,SteelRat,,11,13,10,10,3,0,0,0,0,0,,
,Fiofan,,11,11,10,10,3,0,0,0,0,0,,
,mzob,,7,16,10,10,3,0,0,0,0,0,,
,angrygnat,,8,30,10,10,3,0,0,1,0,0,,
,Rievserg,,8,11,10,10,3,0,0,0,0,0,,
,cmosc89,,6,10,10,10,3,0,0,0,0,0,,
,SheNut,,5,10,10,10,3,0,0,0,0,0,,
,sargecasey,,10,12,10,10,3,0,0,0,0,0,,
,Yostari,,11,20,10,10,3,0,0,0,0,0,,
,Beacze,,8,30,10,10,3,0,0,1,0,0,,
,Slye,,10,11,10,10,3,0,0,0,0,0,,
,sensebe,,10,67,10,10,3,0,0,1,0,0,,
,ﺴﺶﻈ,,10,23,10,10,3,0,0,0,0,0,,
,⅋,,3,14,10,10,3,0,0,0,0,0,,
,Roberto23,,6,10,10,10,3,0,0,0,0,0,,
,apix3222,,7,22,10,10,3,0,0,0,0,0,,
,BancoDeCrypto,,6,12,10,10,3,0,0,0,0,0,,
,King_Liamidas,,6,10,10,10,3,0,0,0,0,0,,
,Salernik,,11,10,10,10,3,0,0,0,0,0,,
,TheHassy,,12,15,10,10,3,0,0,0,0,0,,
,Goder,,7,12,10,10,3,0,0,0,0,0,,
,Akiro,,1,13,10,10,3,0,0,0,0,0,,
,Pidda1994,,11,10,10,10,3,0,0,0,0,0,,
,bouncetree,,1,16,10,10,3,0,0,0,0,0,,
,coinage,,9,18,10,10,3,0,0,0,0,0,,
,goldemon,,7,10,10,10,3,0,0,0,0,0,,
,Regulus86,,6,18,10,10,3,0,0,0,0,0,,
,robotdeniro,,7,15,10,10,3,0,0,0,0,0,,
,Yurecsuper,,8,10,10,10,3,0,0,0,0,0,,
,theboogyman,,8,10,10,10,3,0,0,0,0,0,,
,Nyktimené,,7,10,10,10,3,0,0,0,0,0,,
,AAMaster55,,1,10,10,10,3,0,0,0,0,0,,
,Roha1111,,1,21,10,10,3,0,0,0,0,0,,
,quancej,,5,24,9,9,3,0,0,0,0,0,,
,crypto-lite91,,11,66,9,9,3,0,0,1,0,0,,
,Tommy-Shelby,,9,9,9,9,3,0,0,0,0,0,,
,Jahura_Banu,,5,36,9,9,3,0,0,1,0,0,,
,Cryptolemon,,12,9,9,9,3,0,0,0,0,0,,
,Jdeluxe,,7,9,9,9,3,0,0,0,0,0,,
,SHINZON,,7,9,9,9,3,0,0,0,0,0,,
,GodMode,,8,27,9,9,3,0,0,0,0,0,,
,Dactar,,11,9,9,9,3,0,0,0,0,0,,
,kybikys85,,1,9,9,9,3,0,0,0,0,0,,
,superslim,,12,9,9,9,3,0,0,0,0,0,,
,AngryLookingGuy,,5,10,9,9,3,0,0,0,0,0,,
,snak3.eth,,3,15,9,9,3,0,0,0,0,0,,
,Xiato,,7,9,9,9,3,0,0,0,0,0,,
,Biggz0522,,8,11,9,9,3,0,0,0,0,0,,
,Tribone,,7,9,9,9,3,0,0,0,0,0,,
,Ultra-Ice,,3,11,9,9,3,0,0,0,0,0,,
,Archangel1318,,12,9,9,9,3,0,0,0,0,0,,
,JohnConner,,3,9,9,9,3,0,0,0,0,0,,
,Cerberus,,7,9,9,9,3,0,0,0,0,0,,
,pornhub,,12,28,9,9,3,0,0,0,0,0,,
,iluvsheep,,8,9,9,9,3,0,0,0,0,0,,
,JM_Borg_,,1,9,9,9,3,0,0,0,0,0,,
,ThotHtheAtlanteaN,,8,9,9,9,3,0,0,0,0,0,,
,Khazrakh,,12,9,9,9,3,0,0,0,0,0,,
,Angel_RS,,1,9,9,9,3,0,0,0,0,0,,
,Tiannizu,,1,22,9,9,3,0,0,0,0,0,,
,Intergalactic,,9,35,9,9,3,0,0,1,0,0,,
,AnusMundi,,9,9,9,9,3,0,0,0,0,0,,
,chilltown,,8,9,9,9,3,0,0,0,0,0,,
,someonesomeone,,12,14,9,9,3,0,0,0,0,0,,
,cicada,,10,40,9,9,3,0,0,1,0,0,,
,strange,,6,17,9,9,3,0,0,0,0,0,,
,iflion,,9,9,9,9,3,0,0,0,0,0,,
,Omegafenix,,8,9,9,9,3,0,0,0,0,0,,
,Mice Elf,,7,13,9,9,3,0,0,0,0,0,,
,noicetomeetya,,4,9,9,9,3,0,0,0,0,0,,
,Andantino,,11,9,9,9,3,0,0,0,0,0,,
,Acecompac,,8,22,9,9,3,0,0,0,0,0,,
,iantrebeljahr,,7,9,9,9,3,0,0,0,0,0,,
,blondin,,2,23,9,9,3,0,0,0,0,0,,
,t0w,,9,9,9,9,3,0,0,0,0,0,,
,Lucky112N,,5,9,9,9,3,0,0,0,0,0,,
,Elfo Strego,,1,11,9,9,3,0,0,0,0,0,,
,cesarmorles,,6,22,9,9,3,0,0,0,0,0,,
,Des Petrovich,,7,9,9,9,3,0,0,0,0,0,,
,Chain0tater,,6,26,9,9,3,0,0,0,0,0,,
,Deil713009,,4,23,9,9,3,0,0,0,0,0,,
,KhanVovan,,6,8,8,8,3,0,0,0,0,0,,
,DeHenne,,9,16,8,8,3,0,0,0,0,0,,
,vladyser5554,,7,8,8,8,3,0,0,0,0,0,,
,maelstrom4880,,6,8,8,8,3,0,0,0,0,0,,
,WhiteWhale,,6,40,8,8,3,0,0,1,0,0,,
